local_time LA (airport),Ff,N,VV,Td,RRR
13.09.2017 23:00,5,20-0%.,16,16.1,
13.09.2017 17:00,8,20-0%.,16,16.1,
13.09.2017 11:00,5,70 -80%.,12,16.1,
13.09.2017 05:00,5,100%.,16,16.7,
12.09.2017 23:00,5,20-0%.,14,17.8,
12.09.2017 17:00,8,20-0%.,16,17.8,
12.09.2017 11:00,7,100%.,9,18.3,
12.09.2017 05:00,4,The sky is not visible due to fog and/or other meteorological phenomena.,4,18.9,
11.09.2017 23:00,4,20-0%.,16,19.4,
11.09.2017 17:00,6,50%.,16,18.3,
11.09.2017 11:00,2,70 -80%.,16,19.4,
11.09.2017 05:00,0,50%.,16,17.8,
10.09.2017 23:00,3,70 -80%.,16,18.9,
10.09.2017 17:00,7,50%.,16,18.9,
10.09.2017 11:00,3,50%.,16,18.3,
10.09.2017 05:00,0,20-0%.,16,17.2,
09.09.2017 23:00,4,20-0%.,16,17.8,
09.09.2017 17:00,7,20-0%.,16,16.7,
09.09.2017 11:00,4,20-0%.,16,16.1,
09.09.2017 05:00,0,70 -80%.,16,16.1,
08.09.2017 23:00,2,20-0%.,16,17.2,
08.09.2017 17:00,5,20-0%.,16,17.8,
08.09.2017 11:00,6,50%.,14,18.3,
08.09.2017 05:00,0,20-0%.,16,17.8,
07.09.2017 23:00,4,Cloudless,16,16.7,
07.09.2017 17:00,8,20-0%.,16,18.3,
07.09.2017 11:00,5,Cloudless,14,18.3,
07.09.2017 05:00,2,Cloudless,16,17.8,
06.09.2017 23:00,2,Cloudless,16,17.8,
06.09.2017 17:00,9,20-0%.,16,17.8,
06.09.2017 11:00,5,70 -80%.,12,18.9,
06.09.2017 05:00,0,20-0%.,12,19.4,
05.09.2017 23:00,3,20-0%.,16,19.4,
05.09.2017 17:00,7,50%.,16,20,
05.09.2017 11:00,5,70 -80%.,12,20,
05.09.2017 05:00,6,20-0%.,16,20,
04.09.2017 23:00,2,50%.,16,18.9,
04.09.2017 17:00,4,70 -80%.,16,19.4,
04.09.2017 11:00,4,70 -80%.,14,21.1,
04.09.2017 05:00,2,100%.,16,21.1,2
03.09.2017 23:00,3,70 -80%.,16,20.6,Signs of precipitation
03.09.2017 17:00,6,70 -80%.,16,21.1,
03.09.2017 11:00,3,70 -80%.,16,20,
03.09.2017 05:00,0,50%.,16,19.4,
02.09.2017 23:00,3,50%.,16,18.3,
02.09.2017 17:00,4,70 -80%.,16,19,
02.09.2017 11:00,5,50%.,16,20,
02.09.2017 05:00,3,70 -80%.,16,20,
01.09.2017 23:00,2,70 -80%.,16,19,
01.09.2017 17:00,7,50%.,16,20.6,
01.09.2017 11:00,6,20-0%.,16,20.6,
01.09.2017 05:00,0,Cloudless,16,21.1,
31.08.2017 23:00,2,20-0%.,16,18.9,Signs of precipitation
31.08.2017 20:00,5,50%.,,17.2,
31.08.2017 17:00,5,50%.,16,17.2,
31.08.2017 11:00,4,50%.,16,18.3,
31.08.2017 08:00,0,20-0%.,,19.4,
31.08.2017 05:00,0,20-0%.,16,19.4,
30.08.2017 23:00,2,70 -80%.,16,18.3,
30.08.2017 17:00,6,20-0%.,16,17.2,
30.08.2017 11:00,4,20-0%.,14,18.3,
30.08.2017 05:00,0,20-0%.,14,18.9,
29.08.2017 23:00,2,20-0%.,16,18.3,
29.08.2017 17:00,6,20-0%.,14,18.3,
29.08.2017 11:00,3,20-0%.,11,19.4,
29.08.2017 05:00,0,,9,18.9,
28.08.2017 23:00,3,50%.,16,18.9,
28.08.2017 20:00,7,20-0%.,,17.8,
28.08.2017 17:00,7,20-0%.,16,17.8,
28.08.2017 11:00,4,50%.,8,18.3,
28.08.2017 05:00,2,The sky is not visible due to fog and/or other meteorological phenomena.,0.8,18.3,
27.08.2017 23:00,3,50%.,9,18.3,
27.08.2017 17:00,7,50%.,16,18.3,
27.08.2017 11:00,6,70 -80%.,9,17.8,
27.08.2017 05:00,2,100%.,1.2,18.3,
26.08.2017 23:00,2,100%.,1.2,18.9,
26.08.2017 17:00,7,70 -80%.,16,18.9,
26.08.2017 11:00,4,50%.,9,18.9,
26.08.2017 05:00,0,100%.,9,18.3,
25.08.2017 23:00,3,100%.,11,17.8,
25.08.2017 17:00,5,70 -80%.,16,17.8,
25.08.2017 11:00,4,100%.,8,17.8,
25.08.2017 05:00,2,100%.,8,17.2,
24.08.2017 23:00,3,70 -80%.,16,17.2,
24.08.2017 17:00,7,20-0%.,16,16.7,
24.08.2017 11:00,3,100%.,11,16.1,
24.08.2017 05:00,0,100%.,16,16.1,
23.08.2017 23:00,4,100%.,16,16.1,
23.08.2017 17:00,5,70 -80%.,16,17.2,
23.08.2017 11:00,4,100%.,16,17.2,
23.08.2017 05:00,3,100%.,16,17.8,
22.08.2017 23:00,4,70 -80%.,16,17.8,
22.08.2017 17:00,8,20-0%.,16,17.8,
22.08.2017 11:00,5,20-0%.,14,17.2,
22.08.2017 05:00,3,20-0%.,16,17.8,
21.08.2017 23:00,5,50%.,16,17.8,
21.08.2017 20:00,7,20-0%.,,16.7,
21.08.2017 17:00,7,20-0%.,16,16.7,
21.08.2017 11:00,4,50%.,12,16.1,
21.08.2017 05:00,3,70 -80%.,16,15.6,
20.08.2017 23:00,3,70 -80%.,16,16.1,
20.08.2017 17:00,7,20-0%.,16,16.7,
20.08.2017 11:00,4,70 -80%.,16,16.7,
20.08.2017 05:00,3,100%.,16,16.1,
19.08.2017 23:00,4,50%.,16,16.1,
19.08.2017 17:00,6,20-0%.,16,16.1,
19.08.2017 11:00,4,20-0%.,16,16.1,
19.08.2017 05:00,2,100%.,16,17.2,
18.08.2017 23:00,4,50%.,16,16.7,
18.08.2017 17:00,6,50%.,16,17.2,
18.08.2017 11:00,4,50%.,14,17.2,
18.08.2017 05:00,2,70 -80%.,16,17.2,
17.08.2017 23:00,4,20-0%.,16,16.1,
17.08.2017 17:00,7,20-0%.,16,17.2,
17.08.2017 11:00,5,50%.,12,16.7,
17.08.2017 05:00,0,20-0%.,16,16.7,
16.08.2017 17:00,7,20-0%.,16,16.1,
16.08.2017 11:00,5,70 -80%.,12,16.1,
16.08.2017 05:00,0,100%.,16,15,
15.08.2017 23:00,3,70 -80%.,16,16.1,
15.08.2017 17:00,5,20-0%.,16,16.1,
15.08.2017 11:00,5,70 -80%.,12,17.2,
15.08.2017 05:00,2,100%.,16,16.7,
14.08.2017 23:00,3,100%.,16,16.7,
14.08.2017 17:00,7,20-0%.,16,16.7,
14.08.2017 11:00,4,70 -80%.,11,17.2,
14.08.2017 05:00,2,100%.,11,16.7,
13.08.2017 23:00,4,100%.,16,17.2,
13.08.2017 17:00,6,50%.,14,17.8,
13.08.2017 11:00,4,20-0%.,14,17.2,
13.08.2017 05:00,2,100%.,14,17.2,
12.08.2017 23:00,2,100%.,11,17.2,
12.08.2017 17:00,6,20-0%.,16,17.2,
12.08.2017 11:00,2,20-0%.,9,17.8,
12.08.2017 05:00,0,100%.,14,17.8,
11.08.2017 23:00,3,20-0%.,16,17.2,
11.08.2017 17:00,8,50%.,16,17.8,
11.08.2017 11:00,5,50%.,11,17.8,
11.08.2017 05:00,3,20-0%.,16,17.8,
10.08.2017 23:00,3,20-0%.,16,17.8,
10.08.2017 17:00,5,20-0%.,16,17.8,
10.08.2017 11:00,5,20-0%.,12,18.3,
10.08.2017 05:00,2,20-0%.,16,17.8,
09.08.2017 23:00,3,Cloudless,16,17.8,
09.08.2017 17:00,6,Cloudless,16,17.8,
09.08.2017 11:00,5,20-0%.,12,18.3,
09.08.2017 05:00,2,20-0%.,16,17.8,
08.08.2017 23:00,3,20-0%.,16,17.8,
08.08.2017 17:00,6,20-0%.,16,17.8,
08.08.2017 11:00,4,Cloudless,14,18.3,
08.08.2017 05:00,0,Cloudless,16,17.8,
07.08.2017 23:00,3,20-0%.,16,18.3,
07.08.2017 17:00,6,20-0%.,16,18.3,
07.08.2017 11:00,4,50%.,11,18.3,
07.08.2017 05:00,2,20-0%.,16,17.2,
06.08.2017 23:00,4,20-0%.,16,17.8,
06.08.2017 17:00,6,20-0%.,16,18.9,
06.08.2017 11:00,3,50%.,16,18.9,
06.08.2017 05:00,0,70 -80%.,16,18.3,
05.08.2017 23:00,4,70 -80%.,16,18.9,
05.08.2017 17:00,6,50%.,16,18.9,
05.08.2017 11:00,4,20-0%.,16,18.9,
05.08.2017 05:00,0,100%.,16,18.9,
04.08.2017 23:00,2,70 -80%.,16,18.9,
04.08.2017 17:00,6,50%.,16,18.9,
04.08.2017 11:00,5,70 -80%.,14,20,
04.08.2017 05:00,2,70 -80%.,16,20,
03.08.2017 23:00,2,20-0%.,16,19.4,
03.08.2017 17:00,7,50%.,16,19.4,
03.08.2017 11:00,4,70 -80%.,16,20,
03.08.2017 05:00,0,70 -80%.,16,20.6,
02.08.2017 23:00,3,70 -80%.,16,20.6,
02.08.2017 17:00,4,70 -80%.,16,19.4,
02.08.2017 11:00,0,70 -80%.,12,20,
02.08.2017 05:00,3,70 -80%.,16,20,
01.08.2017 23:00,3,70 -80%.,16,18.9,
01.08.2017 17:00,5,50%.,16,18.3,
01.08.2017 11:00,4,70 -80%.,12,18.3,Signs of precipitation
01.08.2017 05:00,0,70 -80%.,16,17.8,
31.07.2017 23:00,2,70 -80%.,16,17.8,
31.07.2017 17:00,6,20-0%.,16,17.2,
31.07.2017 11:00,4,70 -80%.,11,17.8,
31.07.2017 05:00,0,100%.,12,17.2,
30.07.2017 23:00,2,100%.,16,17.2,
30.07.2017 17:00,7,100%.,16,18.3,
30.07.2017 11:00,4,20-0%.,16,17.8,
30.07.2017 05:00,2,100%.,16,17.8,
29.07.2017 23:00,2,100%.,16,17.8,
29.07.2017 17:00,7,70 -80%.,16,18.3,
29.07.2017 11:00,5,Cloudless,14,17.8,
29.07.2017 05:00,0,70 -80%.,16,16.7,
28.07.2017 23:00,2,100%.,16,17.2,
28.07.2017 17:00,6,50%.,16,16.7,
28.07.2017 11:00,4,20-0%.,14,18.3,
28.07.2017 05:00,2,20-0%.,16,17.2,
27.07.2017 23:00,3,50%.,16,17.8,
27.07.2017 20:00,7,70 -80%.,,17.8,
27.07.2017 17:00,7,70 -80%.,16,17.8,
27.07.2017 11:00,4,70 -80%.,16,18.3,
27.07.2017 05:00,2,20-0%.,16,17.8,
26.07.2017 23:00,3,50%.,16,17.8,
26.07.2017 17:00,8,20-0%.,16,17.8,
26.07.2017 11:00,5,50%.,12,17.2,
26.07.2017 05:00,4,70 -80%.,16,17.2,
25.07.2017 23:00,4,20-0%.,16,17.2,
25.07.2017 17:00,8,20-0%.,16,17.8,
25.07.2017 11:00,4,70 -80%.,12,18.3,
25.07.2017 05:00,3,100%.,16,18.3,
24.07.2017 23:00,4,50%.,16,17.8,
24.07.2017 17:00,6,70 -80%.,16,18.3,
24.07.2017 11:00,4,70 -80%.,12,18.3,
24.07.2017 05:00,0,70 -80%.,16,17.8,
23.07.2017 23:00,2,20-0%.,16,17.2,
23.07.2017 17:00,6,20-0%.,16,18.9,
23.07.2017 11:00,5,50%.,11,18.9,
23.07.2017 05:00,2,100%.,16,18.3,
22.07.2017 23:00,3,Cloudless,16,17.2,
22.07.2017 17:00,6,50%.,12,18.3,
22.07.2017 11:00,4,Cloudless,14,18.3,
22.07.2017 05:00,2,70 -80%.,12,17.8,
21.07.2017 23:00,4,Cloudless,16,17.2,
21.07.2017 17:00,7,20-0%.,16,18.9,
21.07.2017 11:00,4,20-0%.,11,17.8,
21.07.2017 05:00,2,70 -80%.,16,17.2,
20.07.2017 23:00,2,Cloudless,16,17.2,
20.07.2017 17:00,7,20-0%.,16,18.9,
20.07.2017 11:00,5,20-0%.,14,18.9,
20.07.2017 05:00,2,70 -80%.,12,18.3,
19.07.2017 23:00,3,70 -80%.,16,18.3,
19.07.2017 17:00,6,50%.,16,18.9,
19.07.2017 11:00,5,50%.,12,18.3,
19.07.2017 05:00,2,50%.,11,18.3,
18.07.2017 23:00,3,50%.,14,18.3,
18.07.2017 17:00,8,50%.,16,18.3,
18.07.2017 11:00,5,20-0%.,12,18.3,
18.07.2017 05:00,2,20-0%.,14,18.3,
17.07.2017 23:00,3,70 -80%.,16,18.3,
17.07.2017 17:00,5,20-0%.,16,18.3,
17.07.2017 11:00,4,50%.,12,18.9,
17.07.2017 05:00,2,20-0%.,16,18.3,
16.07.2017 23:00,3,50%.,16,18.3,
16.07.2017 17:00,5,20-0%.,16,18.3,
16.07.2017 11:00,4,50%.,16,19.4,
16.07.2017 05:00,2,20-0%.,16,18.3,
15.07.2017 23:00,2,20-0%.,16,18.3,
15.07.2017 17:00,5,70 -80%.,16,17.8,
15.07.2017 11:00,4,20-0%.,14,19,
15.07.2017 05:00,2,Cloudless,16,17.2,
14.07.2017 23:00,3,20-0%.,16,17.2,
14.07.2017 17:00,7,50%.,16,17.2,
14.07.2017 11:00,4,50%.,11,17.2,
14.07.2017 05:00,3,100%.,14,16.7,
13.07.2017 23:00,4,70 -80%.,11,16.7,
13.07.2017 17:00,6,20-0%.,16,17.8,
13.07.2017 11:00,5,70 -80%.,12,17.8,
13.07.2017 05:00,2,100%.,11,17.2,
12.07.2017 23:00,4,70 -80%.,16,17.8,
12.07.2017 17:00,6,20-0%.,16,17.8,
12.07.2017 11:00,4,50%.,12,17.8,
12.07.2017 05:00,0,100%.,14,17.8,
11.07.2017 23:00,4,70 -80%.,16,17.8,
11.07.2017 17:00,7,20-0%.,16,18.9,
11.07.2017 11:00,5,20-0%.,14,18.9,
11.07.2017 05:00,2,50%.,16,18.3,
10.07.2017 23:00,5,50%.,16,18.9,
10.07.2017 17:00,6,20-0%.,16,19.4,
10.07.2017 11:00,4,50%.,12,19.4,
10.07.2017 05:00,3,70 -80%.,16,19.4,
09.07.2017 23:00,3,70 -80%.,16,20,
09.07.2017 17:00,5,50%.,16,20.6,
09.07.2017 11:00,2,50%.,16,17.8,
09.07.2017 05:00,0,20-0%.,16,19.4,
08.07.2017 23:00,4,70 -80%.,16,18.3,
08.07.2017 17:00,4,50%.,16,18.9,
08.07.2017 11:00,4,50%.,16,18.3,
08.07.2017 05:00,0,50%.,16,18.3,
07.07.2017 23:00,0,50%.,16,17.2,
07.07.2017 20:00,4,50%.,,16.1,
07.07.2017 17:00,4,50%.,16,16.1,
07.07.2017 11:00,4,20-0%.,14,17.2,
07.07.2017 05:00,3,20-0%.,16,17.8,
06.07.2017 23:00,2,20-0%.,16,15.6,
06.07.2017 17:00,7,20-0%.,16,17.2,
06.07.2017 11:00,4,20-0%.,16,18.3,
06.07.2017 05:00,0,20-0%.,16,17.2,
05.07.2017 23:00,3,20-0%.,16,16.7,
05.07.2017 17:00,6,50%.,16,16.1,
05.07.2017 11:00,4,20-0%.,12,17.2,
05.07.2017 05:00,2,20-0%.,16,16.7,
04.07.2017 23:00,4,20-0%.,16,16.7,
04.07.2017 17:00,8,20-0%.,16,16.1,
04.07.2017 11:00,4,20-0%.,14,17.2,
04.07.2017 05:00,3,70 -80%.,12,16.1,
03.07.2017 23:00,5,50%.,16,16.7,
03.07.2017 17:00,6,Cloudless,16,16.1,
03.07.2017 11:00,4,20-0%.,12,15.6,
03.07.2017 05:00,2,100%.,11,15.6,
02.07.2017 23:00,3,20-0%.,16,15.6,
02.07.2017 17:00,5,Cloudless,16,16.1,
02.07.2017 11:00,2,70 -80%.,16,15,
02.07.2017 05:00,3,100%.,11,15,
01.07.2017 23:00,4,100%.,14,15,
01.07.2017 17:00,5,70 -80%.,16,16.1,
01.07.2017 11:00,5,100%.,8,16.1,
01.07.2017 05:00,2,100%.,8,15.6,
30.06.2017 23:00,3,70 -80%.,16,15,
30.06.2017 17:00,5,50%.,16,15.6,
30.06.2017 11:00,3,100%.,14,15,
30.06.2017 05:00,2,100%.,16,14.4,
29.06.2017 23:00,2,70 -80%.,16,15.6,
29.06.2017 17:00,5,20-0%.,16,15,
29.06.2017 11:00,3,50%.,11,14.4,
29.06.2017 05:00,3,70 -80%.,16,13.9,
28.06.2017 23:00,2,70 -80%.,16,15.6,
28.06.2017 17:00,6,20-0%.,16,15.6,
28.06.2017 11:00,5,20-0%.,16,15.6,
28.06.2017 05:00,3,20-0%.,16,15,
27.06.2017 23:00,3,20-0%.,16,15.6,
27.06.2017 17:00,5,Cloudless,16,13.3,
27.06.2017 11:00,4,Cloudless,16,16.7,
27.06.2017 05:00,0,Cloudless,16,15.6,
26.06.2017 23:00,3,Cloudless,16,13.3,
26.06.2017 17:00,5,Cloudless,16,12.8,
26.06.2017 11:00,4,Cloudless,16,16.7,
26.06.2017 05:00,0,20-0%.,16,15,
25.06.2017 23:00,2,Cloudless,16,16.1,
25.06.2017 17:00,7,Cloudless,16,16.1,
25.06.2017 11:00,5,20-0%.,16,16.7,
25.06.2017 05:00,2,Cloudless,14,16.1,
24.06.2017 23:00,3,Cloudless,16,16.1,
24.06.2017 17:00,6,50%.,16,16.1,
24.06.2017 11:00,6,70 -80%.,16,15.6,
24.06.2017 05:00,2,100%.,8,16.1,
23.06.2017 23:00,2,100%.,9,16.1,
23.06.2017 17:00,6,70 -80%.,16,16.1,
23.06.2017 11:00,4,100%.,11,16.7,
23.06.2017 05:00,2,100%.,9,16.7,
22.06.2017 23:00,2,100%.,16,16.1,
22.06.2017 17:00,5,20-0%.,16,16.1,
22.06.2017 11:00,4,100%.,9,16.1,
22.06.2017 05:00,0,100%.,8,16.1,
21.06.2017 23:00,3,20-0%.,16,16.7,
21.06.2017 17:00,6,Cloudless,16,16.1,
21.06.2017 11:00,5,70 -80%.,8,16.1,
21.06.2017 05:00,3,70 -80%.,4,16.7,
20.06.2017 23:00,3,50%.,16,16.7,
20.06.2017 17:00,6,20-0%.,16,16.7,
20.06.2017 11:00,5,50%.,11,16.1,
20.06.2017 05:00,2,The sky is not visible due to fog and/or other meteorological phenomena.,0.4,16.7,
19.06.2017 23:00,3,The sky is not visible due to fog and/or other meteorological phenomena.,0.4,16.1,
19.06.2017 17:00,6,20-0%.,16,16.7,
19.06.2017 11:00,4,70 -80%.,6,16.7,
19.06.2017 05:00,2,The sky is not visible due to fog and/or other meteorological phenomena.,0.4,16.7,
18.06.2017 23:00,3,20-0%.,16,16.7,
18.06.2017 17:00,6,20-0%.,16,16.7,
18.06.2017 11:00,5,20-0%.,9,16.7,
18.06.2017 05:00,0,100%.,1.6,16.7,
17.06.2017 23:00,3,50%.,12,16.1,
17.06.2017 17:00,6,20-0%.,16,16.1,
17.06.2017 11:00,5,Cloudless,16,16.1,
17.06.2017 05:00,2,100%.,6,16.7,
16.06.2017 23:00,2,20-0%.,16,17.2,
16.06.2017 17:00,6,20-0%.,16,16.1,
16.06.2017 11:00,5,20-0%.,14,16.7,
16.06.2017 05:00,2,,14,16.1,
15.06.2017 23:00,2,Cloudless,16,14.4,
15.06.2017 17:00,5,Cloudless,16,16.1,
15.06.2017 11:00,5,Cloudless,16,15.6,
15.06.2017 05:00,2,20-0%.,16,16.1,
14.06.2017 23:00,2,Cloudless,16,15.6,
14.06.2017 17:00,5,Cloudless,16,14.4,
14.06.2017 11:00,5,Cloudless,16,15.6,
14.06.2017 05:00,0,Cloudless,16,13.9,
13.06.2017 23:00,2,Cloudless,16,13.9,
13.06.2017 17:00,7,Cloudless,16,11.7,
13.06.2017 11:00,5,Cloudless,16,13.3,
13.06.2017 05:00,2,Cloudless,16,12.2,
12.06.2017 23:00,3,Cloudless,16,13.3,
12.06.2017 17:00,6,20-0%.,16,10,
12.06.2017 11:00,7,20-0%.,16,11.7,
12.06.2017 05:00,2,20-0%.,16,11.1,
11.06.2017 23:00,4,50%.,16,11.7,
11.06.2017 17:00,7,20-0%.,16,12.2,
11.06.2017 11:00,6,70 -80%.,16,13.9,
11.06.2017 05:00,3,100%.,16,13.9,Signs of precipitation
10.06.2017 23:00,3,70 -80%.,16,13.3,
10.06.2017 17:00,5,70 -80%.,16,13.9,
10.06.2017 11:00,3,100%.,16,14.4,
10.06.2017 08:00,3,70 -80%.,,13.9,
10.06.2017 05:00,3,70 -80%.,16,13.9,
09.06.2017 23:00,4,70 -80%.,16,15.6,
09.06.2017 20:00,7,50%.,,15.6,
09.06.2017 17:00,7,50%.,16,15.6,
09.06.2017 11:00,5,20-0%.,14,14.4,
09.06.2017 05:00,0,20-0%.,16,13.3,
08.06.2017 23:00,4,20-0%.,16,13.9,
08.06.2017 17:00,9,50%.,16,13.9,
08.06.2017 11:00,4,100%.,14,14.4,Signs of precipitation
08.06.2017 05:00,4,100%.,4,15.6,Signs of precipitation
07.06.2017 23:00,3,100%.,4.8,15,
07.06.2017 17:00,6,100%.,16,15,
07.06.2017 11:00,4,100%.,9,15,Signs of precipitation
07.06.2017 05:00,3,100%.,8,15,Signs of precipitation
06.06.2017 23:00,3,100%.,16,15,
06.06.2017 17:00,6,100%.,16,15,
06.06.2017 11:00,4,100%.,6,15,
06.06.2017 05:00,2,100%.,4,15.6,
05.06.2017 23:00,3,100%.,16,14.4,
05.06.2017 17:00,5,50%.,16,15,
05.06.2017 11:00,3,100%.,8,15,
05.06.2017 05:00,3,100%.,4.8,15,
04.06.2017 23:00,2,70 -80%.,14,15,
04.06.2017 17:00,5,100%.,14,15,
04.06.2017 11:00,3,100%.,4,15.6,
04.06.2017 05:00,2,100%.,6,15,
03.06.2017 23:00,2,100%.,6,15.6,
03.06.2017 17:00,6,100%.,16,15.6,
03.06.2017 11:00,4,70 -80%.,9,16.1,
03.06.2017 05:00,3,100%.,9,15.6,
02.06.2017 23:00,2,50%.,16,15,
02.06.2017 17:00,6,70 -80%.,16,15.6,
02.06.2017 11:00,5,20-0%.,9,15,
02.06.2017 05:00,2,100%.,9,14.4,
01.06.2017 23:00,2,20-0%.,16,14.4,
01.06.2017 17:00,7,20-0%.,16,14.4,
01.06.2017 11:00,5,70 -80%.,12,14.4,
01.06.2017 05:00,2,100%.,16,13.9,
31.05.2017 23:00,3,100%.,16,13.9,
31.05.2017 17:00,4,100%.,16,14.4,Signs of precipitation
31.05.2017 11:00,3,100%.,6,14.4,
31.05.2017 05:00,2,100%.,12,13.9,
30.05.2017 23:00,2,100%.,16,13.9,
30.05.2017 17:00,6,100%.,14,13.9,
30.05.2017 11:00,3,100%.,9,13.9,
30.05.2017 05:00,2,100%.,14,13.9,
29.05.2017 23:00,0,100%.,16,13.9,
29.05.2017 17:00,5,20-0%.,16,13.3,
29.05.2017 11:00,3,100%.,11,13.3,
29.05.2017 05:00,2,100%.,12,13.9,
28.05.2017 23:00,3,50%.,16,14.4,
28.05.2017 17:00,6,20-0%.,16,14,
28.05.2017 11:00,4,20-0%.,16,13.3,
28.05.2017 05:00,3,20-0%.,16,13.3,
27.05.2017 23:00,4,Cloudless,16,13.3,
27.05.2017 17:00,7,20-0%.,16,11.1,
27.05.2017 11:00,5,50%.,16,11.1,
27.05.2017 05:00,4,100%.,16,10.6,
26.05.2017 23:00,5,50%.,16,13.3,
26.05.2017 17:00,7,50%.,16,12.2,
26.05.2017 11:00,4,70 -80%.,14,11.7,
26.05.2017 05:00,0,100%.,16,11.7,
25.05.2017 23:00,4,70 -80%.,,12.2,
25.05.2017 17:00,6,50%.,,10,
25.05.2017 11:00,4,100%.,,10.6,
25.05.2017 05:00,2,100%.,16,11.1,
24.05.2017 23:00,4,100%.,16,11.1,
24.05.2017 17:00,7,70 -80%.,16,12.8,
24.05.2017 11:00,2,70 -80%.,11,13.3,
24.05.2017 05:00,0,100%.,8,13.9,
23.05.2017 23:00,3,50%.,16,13.3,
23.05.2017 17:00,8,20-0%.,16,14.4,
23.05.2017 11:00,8,70 -80%.,2.4,14.4,
23.05.2017 05:00,0,70 -80%.,14,13.3,
22.05.2017 23:00,3,70 -80%.,16,13.9,
22.05.2017 17:00,7,20-0%.,16,14.4,
22.05.2017 11:00,2,50%.,9,15,
22.05.2017 08:00,0,The sky is not visible due to fog and/or other meteorological phenomena.,,14.4,
22.05.2017 05:00,0,The sky is not visible due to fog and/or other meteorological phenomena.,3.2,14.4,
21.05.2017 23:00,2,20-0%.,16,15.6,
21.05.2017 17:00,6,20-0%.,16,13.9,
21.05.2017 11:00,3,Cloudless,16,15.6,
21.05.2017 05:00,0,Cloudless,16,13.3,
20.05.2017 23:00,4,Cloudless,16,12.2,
20.05.2017 17:00,6,Cloudless,16,11.1,
20.05.2017 11:00,0,Cloudless,16,3.3,
20.05.2017 05:00,2,Cloudless,16,10,
19.05.2017 23:00,3,Cloudless,16,11.7,
19.05.2017 17:00,7,Cloudless,16,8.9,
19.05.2017 11:00,4,Cloudless,16,12.2,
19.05.2017 05:00,2,Cloudless,16,12.8,
18.05.2017 23:00,3,Cloudless,16,13.3,
18.05.2017 17:00,6,20-0%.,16,12.8,
18.05.2017 11:00,6,50%.,12,12.2,
18.05.2017 05:00,3,20-0%.,16,10.6,
17.05.2017 23:00,3,20-0%.,16,11.7,
17.05.2017 20:00,6,50%.,,11.1,
17.05.2017 17:00,6,50%.,16,11.1,
17.05.2017 14:00,4,70 -80%.,,11.1,
17.05.2017 11:00,4,70 -80%.,16,11.1,
17.05.2017 08:00,3,70 -80%.,,10.6,
17.05.2017 05:00,3,70 -80%.,16,10.6,
16.05.2017 23:00,0,50%.,16,10,
16.05.2017 17:00,5,20-0%.,16,10,
16.05.2017 11:00,4,50%.,12,8.9,
16.05.2017 05:00,2,20-0%.,16,8.9,
15.05.2017 23:00,6,20-0%.,16,10,
15.05.2017 17:00,6,20-0%.,16,7.8,
15.05.2017 11:00,6,70 -80%.,12,8.3,
15.05.2017 05:00,5,70 -80%.,16,9.4,
14.05.2017 23:00,4,50%.,16,10.6,
14.05.2017 17:00,6,20-0%.,16,11.1,
14.05.2017 11:00,6,70 -80%.,16,11.1,
14.05.2017 05:00,2,Cloudless,16,10,
13.05.2017 23:00,4,Cloudless,16,8.9,
13.05.2017 17:00,8,Cloudless,16,10,
13.05.2017 11:00,6,20-0%.,16,7.2,
13.05.2017 05:00,0,Cloudless,16,11.7,
12.05.2017 23:00,5,20-0%.,16,11.1,
12.05.2017 17:00,6,70 -80%.,16,12.8,
12.05.2017 11:00,4,70 -80%.,9,13.3,
12.05.2017 05:00,2,100%.,16,13.3,
11.05.2017 23:00,4,70 -80%.,16,13.3,
11.05.2017 17:00,8,20-0%.,16,12.8,
11.05.2017 11:00,7,20-0%.,16,12.8,
11.05.2017 05:00,3,50%.,16,12.2,
10.05.2017 23:00,3,70 -80%.,16,12.2,
10.05.2017 17:00,5,50%.,16,12.8,
10.05.2017 11:00,4,100%.,12,13.3,
10.05.2017 05:00,2,100%.,16,12.2,
09.05.2017 23:00,3,100%.,16,11.1,
09.05.2017 17:00,7,20-0%.,16,11.1,
09.05.2017 11:00,6,70 -80%.,11,12.2,
09.05.2017 05:00,3,70 -80%.,8,12.8,
08.05.2017 23:00,6,70 -80%.,16,11.7,
08.05.2017 17:00,7,50%.,16,11.7,
08.05.2017 11:00,5,50%.,12,10,
08.05.2017 05:00,3,50%.,16,8.3,
07.05.2017 23:00,0,20-0%.,16,8.3,0.8
07.05.2017 17:00,4,70 -80%.,16,11.7,1
07.05.2017 11:00,5,70 -80%.,16,6.7,
07.05.2017 05:00,4,70 -80%.,16,8.3,2
06.05.2017 23:00,8,100%.,8,8.3,Signs of precipitation
06.05.2017 17:00,14,70 -80%.,16,7.2,Signs of precipitation
06.05.2017 11:00,3,100%.,16,13.3,
06.05.2017 05:00,2,100%.,16,11.7,
05.05.2017 23:00,3,100%.,16,12.8,
05.05.2017 17:00,5,70 -80%.,16,12.8,
05.05.2017 11:00,2,100%.,9,13.3,
05.05.2017 05:00,0,100%.,4.8,13.3,
04.05.2017 23:00,2,100%.,11,13.9,
04.05.2017 17:00,8,70 -80%.,16,13.3,
04.05.2017 11:00,7,Cloudless,9,15,
04.05.2017 05:00,3,70 -80%.,16,14.4,
